증권종류,회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
코스닥,  하나29호스팩 ,454640,금융 지원 서비스업,기업인수합병,2023-06-28,12월,윤경순,,서울특별시
코스닥,  KB제25호스팩 ,455250,금융 지원 서비스업,기업인수합병,2023-06-23,12월,전현식,,서울특별시
코스닥,  엔에이치스팩29호 ,451700,금융 지원 서비스업,금융 지원 서비스업,2023-06-23,12월,박준우,,서울특별시
코스닥,  하이제8호스팩 ,450050,금융 지원 서비스업,기업인수합병,2023-06-22,12월,정우주,,서울특별시
코넥스,  가이아코퍼레이션 ,296520,생활용품 도매업,"유아용품, 완구, 굿즈",2023-06-20,12월,나원석,http://gaiabiz.co.kr/,경기도
유가증권,  비에이치 ,090460,전자부품 제조업,FPCB (연성인쇄회로기판),2023-06-20,12월,최영식,http://www.bhe.co.kr,인천광역시
유가증권,  동국씨엠 ,460850,1차 철강 제조업,"냉연강판, 칼라강판",2023-06-16,12월,박상훈,http://www.dongkukcm.com,서울특별시
유가증권,  동국제강 ,460860,1차 철강 제조업,"봉강,형강,후판,냉연강판,칼라강판",2023-06-16,12월,최삼영,http://www.dongkuksteel.com,서울특별시
코스닥,  프로티아 ,303360,의료용 기기 제조업,알레르기 진단 제품,2023-06-16,12월,임국진,http://www.protia.co.kr,서울특별시
코스닥,  큐라티스 ,348080,자연과학 및 공학 연구개발업,"백신 및 면역증강제 개발제조업, CMO/CDMO",2023-06-15,12월,조관구,http://quratis.com,충청북도
코스닥,  마녀공장 ,439090,기타 화학제품 제조업,자연주의 기능성 화장품,2023-06-08,12월,유근직,http://www.manyo.co.kr,서울특별시
코스닥,  나라셀라 ,405920,음·식료품 및 담배 도매업,와인 도소매,2023-06-02,12월,마승철,http://www.naracellar.com/,경기도
코스닥,  진영 ,285800,플라스틱제품 제조업,"가구용 ASA플라스틱 시트, 엣지밴드",2023-06-01,12월,심영수,http://www.jyp21.co.kr,인천광역시
"유가증권, KOSPI200, KRX300",  이수스페셜티케미컬   ,457190,기초 화학물질 제조업,석유화학제품 및 정밀화학제품,2023-05-31,12월,류승호,http://www.isuspecialtychemical.com,서울특별시
"유가증권, KRX300",  OCI  ,456040,기초 화학물질 제조업,"폴리실리콘,타르제품,카본블랙,무수프탈산,농약원제,석탄화학제품,정밀화학제품,플라스틱창호재 제조,판매",2023-05-30,12월,김택중..,,서울특별시
"코스닥, KOSDAQ150, KRX300",  기가비스   ,420770,특수 목적용 기계 제조업,반도체 기판용 광학검사 및 수리장비,2023-05-24,12월,강해철,http://www.gigavis.com,경기도
코스닥,  팸텍 ,271830,특수 목적용 기계 제조업,"카메라모듈 검사장비, 반도체 검사장비",2023-05-23,12월,김재웅,http://www.pamtek.com/,경기도
코스닥,  모니터랩 ,434480,소프트웨어 개발 및 공급업,"웹방화벽,유해사이트솔루션,가시성SSL 솔루션, SASE플랫폼기반 SECaaS",2023-05-19,12월,이광후,,서울특별시
코스닥,  씨유박스 ,340810,소프트웨어 개발 및 공급업,"AI얼굴인식 시스템, AI얼굴인증 솔루션, AI 객체인식 솔루션, AI데이터 플랫폼",2023-05-19,12월,남운성,http://www.cubox.ai,서울특별시
코넥스,  큐라켐 ,456190,의료용품 및 기타 의약 관련제품 제조업,방사성동위원소 표지화합물 합성,2023-05-18,12월,신숙정,http://www.curachem.com,충청북도
코스닥,  키움제8호스팩 ,446840,금융 지원 서비스업,기업 인수합병,2023-05-17,12월,송현길,,서울특별시
코스닥,  트루엔 ,417790,영상 및 음향기기 제조업,"IP 카메라, 영상스트리밍솔루션, IoT기기 및 서비스",2023-05-17,12월,안재천,http://truen.co.kr,서울특별시
코넥스,  삼미금속 ,012210,기타 금속 가공제품 제조업,상용차/중장비/선박엔진 부품,2023-05-16,12월,이남영,http://www.sammiforge.co.kr,경상남도
코스닥,  에스바이오메딕스 ,304360,의약품 제조업,줄기세포 치료제 연구 및 개발,2023-05-04,12월,강세일,http://www.sbiomedics.com/,서울특별시
코스닥,  슈어소프트테크 ,298830,소프트웨어 개발 및 공급업,소프트웨어 자동화 검증 플랫폼,2023-04-28,12월,배현섭,http://www.suresofttech.com/,경기도
코스닥,  토마토시스템 ,393210,소프트웨어 개발 및 공급업,"UI/UX솔루션, 대학정보화사업 SW",2023-04-27,12월,이상돈,http://tomatosystem.co.kr/,서울특별시
코스닥,  마이크로투나노 ,424980,반도체 제조업,메모리 테스트용 프로브 카드,2023-04-26,12월,황규호,http://micro2nano.com,경기도
코스닥,  셀바이오휴먼텍 ,318160,기타 섬유제품 제조업,마스크팩 섬유소재(시트),2023-04-20,12월,이권선,http://cellbiohumantech.co.kr/,경기도
"유가증권, KRX300",  SK오션플랜트  ,100090,1차 철강 제조업,해상풍력 하부구조물,2023-04-19,12월,이승철,http://www.skoceanplant.com/,경상남도
코넥스,  노보믹스 ,283100,자연과학 및 공학 연구개발업,위암 예후예측 진단키트,2023-04-19,12월,허용민,http://novomics.com/,서울특별시
유가증권,  삼성FN리츠 ,448730,부동산 임대 및 공급업,대치타워 및 에스원빌딩,2023-04-10,01월,윤양수,http://www.samsungfnreit.com/,서울특별시
유가증권,  현대그린푸드 ,453340,종합 소매업,"푸드서비스(단체급식), 식자재유통서비스, 공산품/생식품 유통서비스",2023-04-10,12월,박홍진,http://hyundaigreenfood.com,경기도
코스닥,  미래에셋비전스팩3호 ,448830,금융 지원 서비스업,기업인수목적회사(기타금융서비스),2023-04-07,12월,나경수,,서울특별시
코스닥,  IBKS제22호스팩 ,448760,금융 지원 서비스업,기업인수 및 합병,2023-04-06,12월,윤별수,,서울특별시
코스닥,  하나27호스팩 ,448370,금융 지원 서비스업,기업인수합병,2023-04-06,12월,김철우,,서울특별시
유가증권,  한화갤러리아 ,452260,종합 소매업,백화점,2023-03-31,12월,김영훈,http://www.hanwhagalleria.co.kr,서울특별시
"코스닥, KOSDAQ150",  지아이이노베이션  ,358570,자연과학 및 공학 연구개발업,면역항암제 및 알레르기 치료제,2023-03-30,12월,이병건..,http://www.gi-innovation.com/kr/,서울특별시
코스닥,  LB인베스트먼트 ,309960,기타 금융업,중소기업 창업투자,2023-03-29,12월,박기호,http://lbinvestment.com/,서울특별시
유가증권,  한화리츠 ,451800,부동산 임대 및 공급업,부동산투자,2023-03-27,04월,한화자..,,서울특별시
코스닥,  유안타제12호스팩 ,446150,금융 지원 서비스업,기업인수합병,2023-03-17,12월,장선호,,서울특별시
코스닥,  엑스게이트 ,356680,소프트웨어 개발 및 공급업,통합 네트워크 보안 솔루션,2023-03-16,12월,주갑수,http://www.axgate.com,서울특별시
코스닥,  미래에셋드림스팩1호 ,442900,금융 지원 서비스업,기업인수합병,2023-03-15,12월,박장우,,서울특별시
코스닥,  금양그린파워 ,282720,전기 및 통신 공사업,"플랜트, 발전소 및 신재생에너지 발전소 공사 및 용역",2023-03-13,12월,이윤철..,http://www.kygp.co.kr,울산광역시
코스닥,  라온텍 ,418420,전자부품 제조업,"마이크로디스플레이, 컨트롤러 IC",2023-03-09,12월,김보은,RAON.io,경기도
코스닥,  자람테크놀로지 ,389020,반도체 제조업,"XGSPON, 기가와이어, 광트랜시버 등",2023-03-07,12월,백준현,http://zaram.com,경기도
코스닥,  하나26호스팩 ,446750,금융 지원 서비스업,기업인수합병,2023-03-07,12월,김상규,,서울특별시
코스닥,  나노팀 ,417010,일반 목적용 기계 제조업,전기차용 방열제품,2023-03-03,12월,최윤성,http://www.nanotim.co.kr,대전광역시
코스닥,  바이오인프라 ,199730,자연과학 및 공학 연구개발업,"생동성시험, 검체 분석",2023-03-02,12월,이상득,http://bioinfrakorea.co.kr,경기도
코스닥,  삼성스팩8호 ,448740,금융 지원 서비스업,기업인수합병,2023-03-02,12월,안신영,,서울특별시
코스닥,  유안타제13호스팩 ,449020,금융 지원 서비스업,금융 지원 서비스,2023-02-28,12월,이현범,,서울특별시
코스닥,  미래에셋비전스팩2호 ,446190,금융 지원 서비스업,기업인수합병,2023-02-24,12월,이효상,,서울특별시
코스닥,  이노진 ,344860,기타 화학제품 제조업,"탈모케어제품(볼빅), 피부케어제품(Dr.메디션)",2023-02-20,12월,이광훈,http://www.innogene.com/,서울특별시
코스닥,  화인써키트 ,127980,전자부품 제조업,인쇄회로기판(PCB),2023-02-17,12월,유수권,http://finecircuit.co.kr/,인천광역시
"코스닥, KOSDAQ150, KRX300",  제이오   ,418550,"건축기술, 엔지니어링 및 관련 기술 서비스업","탄소나노튜브, 금속탱크 및 유사용기",2023-02-16,12월,강득주,http://www.jeio.co.kr/,인천광역시
코스닥,  샌즈랩 ,411080,소프트웨어 개발 및 공급업,사이버 위협 인텔리전스(CTI),2023-02-15,12월,김기홍,http://www.sandslab.io,경기도
코스닥,  꿈비 ,407400,가구 제조업,"놀이방매트, 유아거실가구 등",2023-02-09,12월,박영건,http://ggumbi.com/,경기도
코스닥,  스튜디오미르 ,408900,"영화, 비디오물, 방송프로그램 제작 및 배급업",애니메이션 제작,2023-02-07,12월,유재명,http://www.studiomir.co.kr/,서울특별시
코스닥,  삼기이브이 ,419050,자동차 신품 부품 제조업,배터리(이차전지) 부품 (엔드플레이트),2023-02-03,12월,김치환,http://ev.samkee.com,충청남도
유가증권,  코오롱모빌리티그룹 ,450140,자동차 판매업,수입자동차 유통 및 정비업,2023-01-31,12월,전철원,http://www.kolonmobilitygroup.com/,경기도
코스닥,  오브젠 ,417860,소프트웨어 개발 및 공급업,CRM 소프트웨어,2023-01-30,12월,전배문,http://obzen.com,서울특별시
코스닥,  미래반도체 ,254490,기타 전문 도매업,반도체,2023-01-27,12월,이정,http://www.miraisemi.co.kr/,서울특별시
코넥스,  지슨 ,289860,소프트웨어 개발 및 공급업,무선 도청·해킹·불법촬영 탐지시스템,2023-01-26,12월,한동진,http://www.gitsn.com,서울특별시
코넥스,  태양3C ,052960,자동차 부품 및 내장품 판매업,"와이어링 하네스 커넥터, 초음파 프로브 케이블",2023-01-26,12월,황창순,http://www.tae-yang.co.kr/,강원특별자치도
"코스닥, KOSDAQ150",  티이엠씨  ,425040,기초 화학물질 제조업,반도체용 특수가스,2023-01-19,12월,유원양,http://temc.co.kr/,충청북도
코스닥,  한주라이트메탈 ,198940,1차 비철금속 제조업,알루미늄 기반 경량화 자동차 부품,2023-01-19,12월,이용진,http://www.hanjoolightmetal.com,울산광역시
코스닥,  옵티코어 ,380540,마그네틱 및 광학 매체 제조업,"광트랜시버, 광다중화장치 등",2022-12-29,12월,진재현,http://www.opticore.co.kr/,경기도
코넥스,  아이오바이오 ,447690,의료용 기기 제조업,정량광형광기술을 활용한 구강질환 진단검사 의료기기,2022-12-28,12월,윤홍철,http://www.aiobio.co.kr/,서울특별시
코넥스,  타이드 ,346010,전자부품 제조업,"PLC모뎀, DCU",2022-12-28,12월,조경종,http://www.tidekorea.com/kr/,서울특별시
코스닥,  신영스팩9호 ,445970,금융 지원 서비스업,기업인수,2022-12-27,12월,손길현,,서울특별시
코스닥,  신스틸 ,162300,1차 철강 제조업,"컬러강판, 아연도금강판 등 강판류",2022-12-23,12월,신승곤,http://www.shin-steel.com,부산광역시
코넥스,  지에프씨생명과학 ,388610,기타 화학제품 제조업,화장품 바이오 소재 및 임상실험,2022-12-23,12월,강희철..,http://www.gfcos.co.kr/,경기도
코넥스,  카이바이오텍 ,446600,의약품 제조업,방사성 진단 및 치료 의약품 ,2022-12-23,12월,김영덕,http://www.kaibiotech.com/,전북특별자치도
유가증권,  바이오노트 ,377740,의료용품 및 기타 의약 관련제품 제조업,"Rapid 반제품 및 완제품, 동물용신속진단 키트",2022-12-22,12월,조병기,http://www.bionote.co.kr,경기도
코스닥,  비엔케이제1호스팩 ,445360,금융 지원 서비스업,기업인수합병,2022-12-22,12월,조국형,http://bnkspac1.com,서울특별시
코넥스,  마이크로엔엑스 ,448780,의료용 기기 제조업,의료용구(전동기),2022-12-21,12월,이종건..,http://www.micronx.co.kr,대구광역시
코넥스,  애니메디솔루션 ,390110,의료용 기기 제조업,"맞춤형 수술솔루션(시뮬레이터, 수술가이드, 보형물)",2022-12-21,12월,김국배,http://www.anymedi.com/,경기도
코스닥,  IBKS제21호스팩 ,442770,금융 지원 서비스업,기업인수 및 합병,2022-12-16,12월,김태우,http://ibks.com,서울특별시
코스닥,  엔에이치스팩27호 ,440820,금융 지원 서비스업,기타 금융 지원 서비스업,2022-12-16,12월,정정한,,서울특별시
코스닥,  핑거스토리 ,417180,기타 정보 서비스업,"웹툰, 디지털 만화, 웹소설",2022-12-08,12월,라현성,http://www.mootoon.co.kr,서울특별시
코스닥,  SAMG엔터 ,419530,"영화, 비디오물, 방송프로그램 제작 및 배급업",애니메이션 IP 기획 및 관련 제품 제작,2022-12-06,12월,김수훈,http://www.samg.net,서울특별시
코스닥,  대신밸런스제14호스팩 ,442310,금융 지원 서비스업,금융 지원 서비스업,2022-12-05,12월,박규상,,서울특별시
코스닥,  엔에이치스팩26호 ,439410,금융 지원 서비스업,기타 금융 지원 서비스업,2022-12-01,12월,이정석,,서울특별시
코스닥,  유진스팩9호 ,442130,금융 지원 서비스업,기업인수합병,2022-12-01,12월,박근진,http://eugenespac9.com,서울특별시
코넥스,  아하 ,102950,전자부품 제조업,"전자칠판, 전자교탁 등 ",2022-11-30,12월,구기도..,http://www.i-aha.com,경기도
코넥스,  에이아이더뉴트리진 ,311960,소프트웨어 개발 및 공급업,"건강기능식품, AI솔루션, 분자진단키트",2022-11-29,12월,김 수..,http://aithenutrigene.com,경기도
코스닥,  대신밸런스제13호스팩 ,438220,금융 지원 서비스업,금융 지원 서비스업,2022-11-28,12월,한양현,,서울특별시
유가증권,  유니드비티플러스 ,446070,제재 및 목재 가공업,MDF 등,2022-11-28,12월,한상준,,서울특별시
코스닥,  펨트론 ,168360,특수 목적용 기계 제조업,3D 정밀측정 검사장비,2022-11-24,12월,유영웅,http://www.pemtron.com,서울특별시
코스닥,  인벤티지랩 ,389470,자연과학 및 공학 연구개발업,마이크로/나노 입자 기반 약물전달 플랫폼 및 관련 제품,2022-11-22,12월,김주희,http://www.inventagelab.com,경기도
코스닥,  엔젯 ,419080,특수 목적용 기계 제조업,"EHD 잉크젯 프린터, EHD 코터",2022-11-18,12월,변도영,http://enjet.co.kr,경기도
