,title,link,description,bloggername,bloggerlink,postdate
9,2020-5기 서울 <b>핀테크</b> 아카데미 간단 후기,https://blog.naver.com/thisismyarea_/222177105026,"사실 얼마 전까지만 해도 <b>핀테크</b> 업계에 아예 관심이 없었는데 교환학생으로 코시국에 독일에 있으면서 유럽의 느려터진 은행 일처리에 진절머리가 난 와중, 유일한 <b>핀테크</b> 회사의 '그나마' 빠른 일처리에... ",이 구역은 내가 점령한다,blog.naver.com/thisismyarea_,20201217
0,<b>핀테크</b>의 발전과 영향,https://blog.naver.com/eoqkr82821/223502765000,"이러한 변화의 중심에는 금융 기술, 즉 <b>핀테크</b>(Fintech)가 자리잡고 있습니다. <b>핀테크</b>는 금융과 기술의 융합을 의미하며, 다양한 분야에서 혁신을 이끌어내고 있습니다. 1. 금융 서비스의 접근성 향상 <b>핀테크</b>의... ",again,blog.naver.com/eoqkr82821,20240705
1,[쿠콘뉴스] 6월 넷째 주 <b>핀테크</b> 최신 동향 정리,https://blog.naver.com/cooconportal/223489225005,"✔ 뭉쳐야 산다…금융사-<b>핀테크</b> '적과의 동침' 디지털 금융 강화를 노리는 전통 금융사들은 플랫폼의 강점을 가진 <b>핀테크</b> 기업을 찾고, 각종 규제에 관련된 경험이 부족한 <b>핀테크</b>사는 기존 금융권과... ",쿠콘,blog.naver.com/cooconportal,20240624
2,sofi 주가 소파이 <b>핀테크</b> 기업 스터디,https://blog.naver.com/4ourich/223378091176,그리고 <b>핀테크</b>에 대한 이야기 짧게 나누어보겠습니다 sofi 주가 과거 미국의 토스라고 불리며 스펙 합병으로 화려하게 데뷔했던 <b>핀테크</b> sofi. 제2의 버핏이라고 불리는 차마스가 주도해서 더욱 화재였었죠... ,킵고잉K씨의 경제 재테크,blog.naver.com/4ourich,20240310
3,[기자단 뉴스] 배지원 기자의 <b>핀테크</b> 기업과 기술특례 상장,https://blog.naver.com/koreafintech/222499346682,"한국<b>핀테크</b>지원센터 대학생 기자단 9기 배지원입니다! 작년에 한참 화두였던 '카카오 게임즈', 'SK... (초기 기업이 많은 <b>핀테크</b> 분야 역시 여기에 해당되겠죠?) 이를 위해 나온 것이 바로 기술특례... ",한국핀테크지원센터,blog.naver.com/koreafintech,20210908
4,<b>핀테크</b>의 기술적 혁신 × 금융의 비기술적 혁신,https://blog.naver.com/nomore_bet/221266269542,"# <b>핀테크</b> 스타트업과 얘기하다 아무래도 업무상, 스타트업이나 <b>핀테크</b> 기업과 미팅할 일이 종종 생긴다. 대부분, 업체 관계자가 자사의 서비스나 제품을 소개하는 자리다. 그리고, 얘기하다 보면, '금융기관들은... ",No more bets,blog.naver.com/nomore_bet,20180502
5,[<b>핀테크</b> 무엇이든 문어봐 #2편] IoT(사물인터넷)는 우리의... ,https://blog.naver.com/koreafintech/222682405085,최근 IoT는 금융서비스나 <b>핀테크</b> 서비스와 결합하며 더욱 다양해진 금융소비자들의 요구에 맞춰 편의성을 대폭 강화한 새로운 서비스 개발로 진화하고 있습니다. 오늘은 <b>핀테크</b>가 IoT를 활용해 어떻게... ,한국핀테크지원센터,blog.naver.com/koreafintech,20220325
6,[금융규제 샌드박스] <b>핀테크</b> 어디까지 들어봤니? 5편-배달만큼... ,https://blog.naver.com/koreafintech/223293641864,검증 <b>핀테크</b> 기업의 아이디어와 서비스는 금융규제 샌드박스를 통해 현실로 실현되고 있습니다. 혁신적인 금융 아이디어를 신뢰할 수 있는 가능성으로 만들기 위해 금융규제 샌드박스가 늘 함께 하겠습니다.,한국핀테크지원센터,blog.naver.com/koreafintech,20231215
7,"티맥스<b>핀테크</b>, 배달조합 설립 인가로 플랫폼 구축 순항",https://blog.naver.com/tmaxhq/223108657456,"지난 4월, 티맥스그룹 <b>핀테크</b> 계열사인 티맥스<b>핀테크</b>가 라이더들의 안전운전 환경 조성과 복지 혜택을 위한 공제조합 앱 운영 사업자로 선정된 소식을 전해드린 바 있습니다. 최근 '배달서비스 공제조합'이... ",티맥스 공식 블로그,blog.naver.com/tmaxhq,20230522
8,"금융혁신 <b>핀테크</b>, 세상을 흔들다! 2편 지급결제",https://blog.naver.com/welcomebank1/220943866426,<b>핀테크</b> 기술로 결제가 간편해지다! ‘지급결제’ “어? 내 지갑이 어디 갔지?” “손님 이러시면... IT 기술과 금융서비스가 결합한 <b>핀테크</b>는 우리 삶 속에서 금융생활을 편하게 해주고 있습니다. 잘... ,웰컴저축은행 공식 블로그,blog.naver.com/welcomebank1,20170224
9,[기자단 뉴스] 미국 <b>핀테크</b> 유니콘 기업 ROBINHOOD,https://blog.naver.com/koreafintech/223105600311,"한국은 동학개미 미국은 로빈후드 안녕, 핀GPT(<b>핀테크</b> GPT)! 한국의 개인투자자를 동학개미라고 부르고는 하는데 미국에도 비슷한 용어가 있을까? 미국도 개인투자자를 지칭하는 용어가 있습니다. 한국은... ",한국핀테크지원센터,blog.naver.com/koreafintech,20230519
0,[<b>핀테크</b> 소식] NH디지털혁신캠퍼스 출범식,https://blog.naver.com/koreafintech/221509351921,"안녕하세요, 한국<b>핀테크</b>지원센터 대학생 기자단 강민정, 이지호입니다. 4월 8일, 서울 양재 NH디지털혁신캠퍼스에서 열린 ‘NH디지털혁신캠퍼스 출범식’ 현장에 다녀왔습니다. ▲다양한 금융계, <b>핀테크</b> 산업... ",한국핀테크지원센터,blog.naver.com/koreafintech,20190409
1,[기자단 뉴스] '<b>핀테크</b> 기업의 금융업 진출 활성화 및 금융회사... ,https://blog.naver.com/koreafintech/223235516075,"한국<b>핀테크</b>지원센터 11기 기자단 유도연입니다. 폐막한 코리아 <b>핀테크</b> 위크 2023, 어떠한 프로그램들로 구성되었는지 궁금하지 않으신가요? 오늘은 코리아 <b>핀테크</b> 위크 2023의 첫날인 8월 30일에 금융감독원이... ",한국핀테크지원센터,blog.naver.com/koreafintech,20231013
2,"[고객사례] 페이하다, AI 똑똑하게 활용해 <b>핀테크</b> 혁신대상... ",https://blog.naver.com/n_cloudplatform/223104805424,"혁신적인 서비스 기획을 인정받아 2022년 대한민국 중소중견기업 혁신대상 <b>핀테크</b> 혁신 부문 대상까지... 언제, 어디서든 마음을 담은 <b>핀테크</b> 서비스를 경험할 수 있도록 안녕하세요, 페이하다(PAYHADA)는... ",네이버 클라우드 플랫폼 (NAVER Cloud Platform),blog.naver.com/n_cloudplatform,20230517
3,글로벌 송금 서비스와 <b>핀테크</b>의 뜨거운 전쟁!,https://blog.naver.com/fithe15/223488177849,"글로벌 송금 서비스와 <b>핀테크</b>의 뜨거운 전쟁! 글로벌 송금 서비스와 <b>핀테크</b>의 뜨거운 전쟁! 현대 사회에서는 글로벌화와 디지털화가 빠르게 진행되고 있습니다. 이에 따라 금융 서비스 또한 변화하고 있으며, 그... ",무역위크,blog.naver.com/fithe15,20240623
4,<b>핀테크</b> 기술 종류 소개,https://blog.naver.com/destinyd4634/223489032957,"<b>핀테크</b> 기술 종류 소개 <b>핀테크</b>(Fintech)는 금융(Finance)과 기술(Technology)을 결합한 용어로, 현대 금융 서비스 산업을 혁신하고 변화시키는 기술적인 솔루션을 일컫습니다 이제 우리는 현금 없이도 거래를 할 수... ",destinyd4634님의 블로그,blog.naver.com/destinyd4634,20240624
5,"서울<b>핀테크</b>랩-Invest KOREA, '외국인 투자 유치 활성화... ",https://blog.naver.com/venturesquare_/223070145707,#Invest #KOREA #KOTRA #mou #서울<b>핀테크</b>랩 #업무협약 #외국인투자촉진 #투자유치전담조직 #<b>핀테크</b>산업 #협약 서울<b>핀테크</b>랩 권영은 센터장과 KOTRA의 투자유치 전담조직인 Invest KOREA 김태형 대표가 이달 7일... ,VentureSquare,blog.naver.com/venturesquare_,20230411
6,[금융규제 샌드박스] <b>핀테크</b> 어디까지 들어봤니? 3편-불황없는... ,https://blog.naver.com/koreafintech/223165463772,"한 <b>핀테크</b> 서비스를 소개해 드리겠습니다. 먼저 신탁업자, 계좌관리기관, 전자등록기관이 협력하여... 문화가 투자가 되는 <b>핀테크</b> 서비스도 다양한 아이디어를 자유롭게 테스트해 볼 수 있는 금융규제... ",한국핀테크지원센터,blog.naver.com/koreafintech,20230725
7,[포토툰]정책공감과 함께 <b>핀테크</b> 쉽게 알아보기!,https://blog.naver.com/hellopolicy/220316607980,"'<b>핀테크</b>'라는 말, 아마 한 번쯤은 들어보셨을텐데요. 생소한 말에 어려움을 느끼지는 않으셨나요? 나공감양도 평소 <b>핀테크</b>가 무엇인지 궁금했는데요. 오랫만에 만난 폴리씨가 알기 쉽게 알려준다고 하니... ",대한민국정부 대표 블로그 정책공감,blog.naver.com/hellopolicy,20150401
8,사용자 조사와 다크패턴 강의하고 온 후기! (서울<b>핀테크</b>랩 2회차),https://blog.naver.com/uxdpro/223454163109,- 강의 문의는 ******@*****.*** Fin-Tech(<b>핀테크</b>) UI/UX 사용자 조사와 다크패턴 24년 5월 2일 서울<b>핀테크</b>랩 여의도에 위치한 서울<b>핀테크</b>랩으로 uiux강의 2회차를 다녀왔습니다 :) 이번 강의는 저번 강의를 마치고 듣고... ,UX / UI 강사,blog.naver.com/uxdpro,20240522
9,[기자단 뉴스] <b>핀테크</b> 리더스 데이 성료,https://blog.naver.com/koreafintech/221713185975,"<b>핀테크</b> 리더스 데이 성료 안녕하세요. 한국<b>핀테크</b>지원센터 대학생 기자단 7기 임소영, 임소정입니다. 지난 2019년 9월 26일, 서울시 강남구 삼성동 그랜드 인터컨티넨탈에서 한국<b>핀테크</b>지원센터가 주최한... ",한국핀테크지원센터,blog.naver.com/koreafintech,20191120
0,<b>핀테크</b>를 넘은 TechFin 시대... 싱가포르 <b>핀테크</b> 박람회... ,https://blog.naver.com/iloveimier/223510040101,"안녕하세요 [2024 한경협 싱가포르 <b>핀테크</b> 박람회 연수단] 운영 사무국입니다. 이번 포스팅에서는 금융혁신을 의미하는 <b>핀테크</b>와 테크핀, 그리고 [2024 한경협 싱가포르 <b>핀테크</b> 박람회 연수단]에 대해... ",한경협국제경영원(IMI) 블로그,blog.naver.com/iloveimier,20240712
1,<b>핀테크</b> 개발자학원 국비로 배울수 있나요?,https://blog.naver.com/scarlett62/223468192022,<b>핀테크</b> 개발자학원 국비로 배울수 있나요? 안녕하세요. 오늘은 <b>핀테크</b> 개발자 국비지원 과정을 알아보시는 분들에게 참고할만한 정보를 제공해드리고자 합니다. <b>핀테크</b>란 먼저 <b>핀테크</b>가... ,스칼렛의 일상,blog.naver.com/scarlett62,20240604
2,[정보]코리아 <b>핀테크</b> 위크2024 개최 안내,https://blog.naver.com/agora0653/223454968463,"'<b>핀테크</b>와 인공지능, 금융의 미래를 열다'를 주제로 08월 27일(화) ~ 08월 29일(목) 3일간 서울 동대문 디자인플라자(DDP) 아트홀에서 개최된다고 합니다. 글로벌 <b>핀테크</b> 트렌드를 공유하고, 최신... ",공유오피스 아고라,blog.naver.com/agora0653,20240523
3,<b>핀테크</b>가 변화시키는 산업들의 모습,https://blog.naver.com/procculd49/223489316596,"<b>핀테크</b>가 변화시키는 산업들의 모습 <b>핀테크</b> 기술은 혁신적인 방식으로 금융 서비스를 제공하고 있어 다양한 산업들에 큰 변화를 가져오고 있습니다 특히 은행, 보험, 투자, 송금 등 금융 분야뿐만 아니라 소매업... ",쓸쓸앙탈,blog.naver.com/procculd49,20240624
4,소통주간 운영/<b>핀테크</b> 전문가 양성에 교육비 전액 지원,https://blog.naver.com/ggh7000/223461961769,"※제15회 2충1효 백일장 서울시, <b>핀테크</b> 전문가 양성에 교육비 전액 지원…디지털금융 인재 키운다 - 6.19(수)까지 <b>핀테크</b> 아카데미 교육생 60명 모집, 여의도에서 금요일 저녁, 토요일 교육 - 은행업... ",CTN신문사,blog.naver.com/ggh7000,20240529
5,<b>핀테크</b> 기술을 활용한 사례 소개,https://blog.naver.com/gold12650/223489011756,"<b>핀테크</b> 기술을 활용한 사례 소개 <b>핀테크</b> 기술은 금융과 기술을 결합하여 혁신적인 서비스를 제공하는 분야로, 다양한 사례들이 존재합니다 그 중에서도 최근에는 인공지능과 블록체인 기술을 적용한 사례들이... ",gold12650님의 블로그,blog.naver.com/gold12650,20240624
6,<b>핀테크</b>시대의 자산관리! 로보어드바이저,https://blog.naver.com/koreafintech/222050636425,"<b>핀테크</b>시대의 자산관리! 로보어드바이저 제로금리 시대, 예전과 같은 고성장을 기대하기 어려운... 이처럼 4차 산업혁명에 따라 금융권에도 인공지능(AI)과 <b>핀테크</b> 기술이 접목되면서 언택트 자산관리가... ",한국핀테크지원센터,blog.naver.com/koreafintech,20200804
7,[투자/<b>핀테크</b>] 테라펀딩 괜찮음,https://blog.naver.com/decay82/221651262940,"결론 <b>핀테크</b> 할꺼라면 그나마 테라 펀딩이 나아... 현재 정부정책, 코로나 이슈 등으로 부동산 투자는 비추라고 생각하여 테라 펀딩은 투자 하지 않고 있다. #테라펀딩 #테라 #<b>핀테크</b> #투자 #펀딩 #테라 #펀딩",XOXO3kun,blog.naver.com/decay82,20190917
8,[기자단 뉴스] 조인하 기자의 한국-인도네시아 <b>핀테크</b> 온라인... ,https://blog.naver.com/koreafintech/222141357117,"안녕하세요, 한국<b>핀테크</b>지원센터 기자단 8기 조인하입니다. 지난 10월 23일 웨비나를 통해 ‘한국-인도네시아 <b>핀테크</b> 온라인 세미나’가 진행되었습니다. 정유신 한국<b>핀테크</b>지원센터 이사장님의... ",한국핀테크지원센터,blog.naver.com/koreafintech,20201111
9,<b>핀테크</b> 활성화를 위한 규제혁신 전담 팀(TF) 첫 회의 개최,https://blog.naver.com/koreareg/221678621842,"◈ 금융위는 <b>핀테크</b>를 통한 금융혁신 가속화를 위해 「<b>핀테크</b> 활성화 규제혁신 전담 팀」 발족 ◈ 전담 팀은 동태적, 맞춤형, 현장 밀착형 규제혁신을 논의ㆍ검토하여, ’20년 3월 종합 규제혁신 방안 발표... ",국무조정실 규제혁신,blog.naver.com/koreareg,20191015
0,"조개팔찌부터 <b>핀테크</b>까지, 돈의 생애와 입체적 얼굴을 통해... ",https://blog.naver.com/ppassong/223518643380,"예스24 구매링크로 연결됩니다! 클릭! 1. 돈에서 숫자를 걷어내면! 축의금은 마음을 상징하는 물건이다. 액수는 중요하지 않다. 인공지능이 아닐진대, 인간의 마음이 어찌 숫자로 표현되겠는가! 화폐의 기원이... ",빠숑의 세상 답사기,blog.naver.com/ppassong,20240719
1,"<b>핀테크</b>, 전쟁이 시작됐다! 페이팔부터 삼성페이까지",https://blog.naver.com/mocienews/220478381556,"<b>핀테크</b>(Fintech) 기술을 활용한 간편결제 수단이 세계적으로 인기를 끌고 있습니다. 우리나라에서도 카카오페이, 삼성페이 등 다양한 간편결제 수단이 불꽃 튀는 경쟁을 시작했는데요. ‘<b>핀테크</b>... ",산업통상자원부 블로그,blog.naver.com/mocienews,20150911
2,한국<b>핀테크</b>지원센터 Daily News Monitoring [7/2 (화)],https://blog.naver.com/mmd1292/223498343985,"안녕하세요, 오늘의 주요 <b>핀테크</b> 뉴스를 공유 드립니다. 한국<b>핀테크</b>지원센터 Daily News Monitoring [7/2 (화)] [한국<b>핀테크</b>지원센터] 1. 한국<b>핀테크</b>지원센터 ‘2024 상반기... ",리틀버핏,blog.naver.com/mmd1292,20240702
3,"[모집]  <b>핀테크</b> 기업의 클라우드 걱정 덜기! 9,600만원 드리는... ",https://blog.naver.com/n_cloudplatform/223091392648,금융 ∙ <b>핀테크</b> 업계에서는 초기의 좋은 아이디어만큼 중요한 것이 초기에 좋은 인프라를 구축해놓는 것입니다. 투자 혹한기에도 국내외 투자자들의 주목을 받는 만큼 <b>핀테크</b> 산업은 높은 잠재력을... ,네이버 클라우드 플랫폼 (NAVER Cloud Platform),blog.naver.com/n_cloudplatform,20230502
4,한국<b>핀테크</b>지원센터 Daily News Monitoring [7/3 (수)],https://blog.naver.com/mmd1292/223499560298,"안녕하세요, 오늘의 주요 <b>핀테크</b> 뉴스를 공유 드립니다. 한국<b>핀테크</b>지원센터 Daily News Monitoring [7/3 (수)] [한국<b>핀테크</b>지원센터] 1. 한국<b>핀테크</b>지원센터, <b>핀테크</b> 지원... ",리틀버핏,blog.naver.com/mmd1292,20240703
5,[서울<b>핀테크</b>랩] 제7회 FIN... 들려주는 <b>핀테크</b> 이야기&quot; 교육... ,https://blog.naver.com/seoul_fintechlab/223517001632,"안녕하세요, 서울<b>핀테크</b>랩입니다 제7회 FIN-아카데미에서는 <b>핀테크</b> 스타트업들을 위한 2024 아기유니콘으로 선정된 펀블의 조찬식 대표님께서 들려주시는 ✨아기유니콘 '펀블'이 들려주는 <b>핀테크</b>... ",서울핀테크랩,blog.naver.com/seoul_fintechlab,20240718
6,[ 취준생의 필수 상식 ④ ] 테크핀 VS <b>핀테크</b> | 현금없는 사회,https://blog.naver.com/youthhopefoundation/222059499792,"이거 <b>핀테크</b> 오타 아니야? 라고 생각할 수 있는 단어인데요! 어원은 비슷하지만 근본적으로 다른 단어이니 <b>핀테크</b>를 안다면 테크핀도 알아둬야겠죠? 테크핀이란? 테크핀이란, 2016년 알리바바의 마윈 회장이... ",청년재단 블로그,blog.naver.com/youthhopefoundation,20200813
7,<b>핀테크</b> 넥스트 리더 아카데미 1기 수강생 인터뷰 후기 (1탄),https://blog.naver.com/koreafintech/221671861019,<b>핀테크</b> 넥스트 리더 아카데미의 개강이 코앞으로 다가왔는데요. ⠀ 여러분의 많은 성원에 힘입어 <b>핀테크</b> 넥스트 리더 아카데미가 10월 12일(토)까지 인원을 추가 모집합니다! ⠀ [<b>핀테크</b> 넥스트 리더... ,한국핀테크지원센터,blog.naver.com/koreafintech,20191008
8,더존비즈온 -- 윈백과 금융<b>핀테크</b> 가능성에 대해,https://blog.naver.com/pokara61/222004833785,"같은 <b>핀테크</b> 사업을 할 수도 있겠다. 상당히 재미있게 진행된다. 흐름을 지켜볼 필요가 있다. 더존이 단순히 ERP 회사를 넘어, 클라우드, 그리고 <b>핀테크</b> 사업을 통해 금융업 일부까지 외연을 넓힐지... ",포카라의 실전투자,blog.naver.com/pokara61,20200618
9,"금융(Financial)과 기술(Technique)의 합성어, <b>핀테크</b>... ",https://blog.naver.com/three_letter/220300926199,"<b>핀테크</b>(Fintech)란, 금융을 뜻하는 파이낸셜(Financial)과 기술(Technique)의 합성어입니다. 이는 모바일 결제 및 송금, 개인자산관리, 크라우드 펀딩 등 금융과 IT가 융합한 산업을 의미하는데요, <b>핀테크</b>는... ",이상향(理想鄕),blog.naver.com/three_letter,20150315
0,<b>핀테크</b> 기업을 위한 금융 전문 클라우드 금융 AI 솔루션,https://blog.naver.com/zoregiworld/223451169833,<b>핀테크</b> 클라우드는 금융 서비스를 제공하는 기업들이 클라우드 기술을 활용해 다양한 서비스의... 많은 <b>핀테크</b> 기업에서 AI 클라우드 도입에 관심이 늘어나고있는데요 금융데이터는 민감하고 전문적인... ,조레기의 IT월드,blog.naver.com/zoregiworld,20240519
1,송금수수료 #모인 장외주식 #모인 비상장주식 #<b>핀테크</b>기업,https://blog.naver.com/trewq1383/223467570233,"2016년, <b>핀테크</b> 회사로 설립된 모인은 KPMG가 선정하는 글로벌 100대 <b>핀테크</b> 기업에 선정되는 등 최적의 해외송금 솔루션을 제공하기 위한 노력을 꾸준히 해왔습니다. 비효율을 해결하는 혁신과 사람을 위한... ",010.6832.0691 장외주식,blog.naver.com/trewq1383,20240603
2,한국<b>핀테크</b>지원센터 대학생 기자단 12기 합격자 발표,https://blog.naver.com/koreafintech/223372684997,합격자 명단 휴대폰 번호(뒷번호) 강영＊ 1903 이유＊ 3896 이서＊ 4168 김유＊ 2371 류제＊ 9346 박소＊ 5300 남현＊ 7906 이다＊ 0785 ※ 발대식은 3월 ８일 금요일에 한국<b>핀테크</b>지원센터에서 진행... ,한국핀테크지원센터,blog.naver.com/koreafintech,20240304
3,[한국<b>핀테크</b>지원센터 친구맺기] 2021 <b>핀테크</b> 산업현황조사 및... ,https://blog.naver.com/koreafintech/222973843422,"한국<b>핀테크</b>지원센터는 2019년부터 연도별 ‘대한민국 <b>핀테크</b> 편람’을 발간하고 있으며, 국내 <b>핀테크</b> 산업 동향 파악 및 기업 소개자료로 활용되고 있습니다. 2021년 현황조사 및 편람의 경우, 양질의... ",한국핀테크지원센터,blog.naver.com/koreafintech,20230103
4,국내 <b>핀테크</b> 기업의 최신 뉴스와 혁신 서비스 소개,https://blog.naver.com/raim46/223501664665,"최근 몇 년간 금융과 기술의 융합, 즉 <b>핀테크</b>(Fintech)가 급격히 성장하면서 우리의 금융 생활에 큰 변화를 가져오고 있습니다. 이번에는 <b>핀테크</b>의 정의, 국내 주요 <b>핀테크</b> 기업, 최근 뉴스, 그리고 <b>핀테크</b>를... ",라임의 모멘텀,blog.naver.com/raim46,20240704
5,한국<b>핀테크</b>지원센터 Daily News Monitoring [6/27 (목)],https://blog.naver.com/mmd1292/223492785363,"안녕하세요, 오늘의 주요 <b>핀테크</b> 뉴스를 공유 드립니다. 한국<b>핀테크</b>지원센터 Daily News Monitoring [6/27 (목)] [한국<b>핀테크</b>지원센터] 1. 한국<b>핀테크</b>지원센터, ‘2024년... ",리틀버핏,blog.naver.com/mmd1292,20240627
6,<b>핀테크</b> 분야에서 발생하는 주요한 문제점은,https://blog.naver.com/pich19891/223487184046,"<b>핀테크</b> 분야에서 발생하는 주요한 문제점은 <b>핀테크</b>는 금융과 기술을 결합한 혁신적인 서비스를 제공하여 금융산업을 혁신하고 편의성을 증대시키는 산업이지만, 이러한 혁신적인 분야에서도 여러 가지 주요한... ",발랄냥냥,blog.naver.com/pich19891,20240621
7,"<b>핀테크</b> 기술과 빅데이터 분석, 금융의 혁신! 현대 금융산업의... ",https://blog.naver.com/easy2239/223438173420,"<b>핀테크</b> 기술과 빅데이터 분석, 금융의 혁신! 현대 금융산업의 미래를 열다! <b>핀테크</b> 기술과 빅데이터 분석은 현대 금융산업에서 혁신을 이끌어내는 중요한 요소로 자리잡고 있다. 이 두 가지 기술의 결합은 금융... ",재테크뚜벅이,blog.naver.com/easy2239,20240506
8,<b>핀테크</b> 기술 종류 블록체인,https://blog.naver.com/lay130062/223487257702,"<b>핀테크</b> 기술 종류 블록체인 블록체인 기술은 혁신적인 <b>핀테크</b> 기술 중 하나로, 분산 데이터베이스 시스템을 기반으로 하여 정보의 안전성과 투명성을 보장하는 기술입니다 블록체인은 데이터를 블록이라 불리는... ",날샌투덜,blog.naver.com/lay130062,20240621
9,[기자단 뉴스] 한국<b>핀테크</b>지원센터 10기 대학생 기자단 8월... ,https://blog.naver.com/koreafintech/222878570745,한국<b>핀테크</b>지원센터 10기 기자단 김나영입니다:) 지난 8월 26일 프론트원 5층 컨퍼런스 룸에서 진행된 한국<b>핀테크</b>지원센터 대학생 기자단 워크숍에 다녀왔습니다. 워크숍에서는 오랜만에 기자단 분들을 뵙고... ,한국핀테크지원센터,blog.naver.com/koreafintech,20220919
0,<b>핀테크</b>  정의 사례 짧게 설명해드려요!!,https://blog.naver.com/urgslsail/223503263314,"<b>핀테크</b> 정의 사례 짧게 설명해드려요!! <b>핀테크</b>는 금융기술(Financial technology)의 줄임말로, 금융 서비스와 기술을 결합하여 새로운 혁신적인 금융 서비스를 제공하는 분야를 가리킨다. 현대 사회에서는 빠르게... ",짐 로저스,blog.naver.com/urgslsail,20240706
1,"헬로, <b>핀테크</b> - 입문 - <b>핀테크</b> 부상 배경과 관련 금융업",https://blog.naver.com/kang010919/223512506065,<b>핀테크</b>(FinTech) 금융과 IT가 결합하여 새로운 금융서비스를 창출할 수 있게 하는 금융기술 송금 및 결제 자산관리 크라우드 펀딩 <b>핀테크</b> 도입시 기대효과 금융 산업의 경쟁력 향상 금융 소비자의 이익 증가... ,홀리몰리,blog.naver.com/kang010919,20240714
2,&quot;평균취업률 75%&quot; 패션/<b>핀테크</b>(UI/UX) 분야 &lt;중구캠퍼스... ,https://blog.naver.com/junggu4u/223135672029,"모집내용 : 2개 과정, 65명 분야 과정명 교육파트너 모집인원 교육기간 스타일 3D 디지털 융합 패션 전문가 양성과정 한국의류업종 살리기공동본부 30명 4개월 (’23.7.31~11.25) <b>핀테크</b> <b>핀테크</b> 특화... ",서울 중구청 블로그,blog.naver.com/junggu4u,20230622
3,휴대폰 전자 카드 결제에서 <b>핀테크</b>까지 - 다날 주가 전망,https://blog.naver.com/ajbirthdayis1122/223197798500,"걸쳐 서비스나 글로벌 게임 시장 그리고 <b>핀테크</b> 등으로 사업의 확장에 따른 투자환경 조성으로 최근... 및 <b>핀테크</b> 확장 서비스를 시행한다. 선구매 후 결제 시스템은(BNPL)는 어펌(Affirm), 애프터 페이(AfterPAY)... ",왕장군의 주식정벌,blog.naver.com/ajbirthdayis1122,20230830
4,[기자단 뉴스] <b>핀테크</b> 인턴십 코스 한 눈에 알아보기,https://blog.naver.com/koreafintech/222726061360,<b>핀테크</b> 인턴십 코스 한눈에 보기 <b>핀테크</b> 기자단이 직접 알아왔다! “이걸 왜 이제야 알았지..?!” 지난 4월 29일 프론트원에서 진행된 <b>핀테크</b> 인턴쉽 코스 설명회에 <b>핀테크</b> 기자단이 직접 다녀왔는데요! “이걸... ,한국핀테크지원센터,blog.naver.com/koreafintech,20220509
5,<b>핀테크</b> 교육에 적용되는 금융 기술,https://blog.naver.com/witheirate/223458837074,"<b>핀테크</b> 교육에 적용되는 금융 기술 지금은 디지털 시대, 금융 분야에서도 혁신이 이루어지고 있습니다.... 이 모든 것이 바로 <b>핀테크</b>라는 금융 기술 덕분입니다. <b>핀테크</b> 교육은 이러한 혁신적인 금융 기술을... ",토토로버스,blog.naver.com/witheirate,20240526
6,"[<b>핀테크</b> 보안지원] 마이데이터시대, 금융보안이 핵심!",https://blog.naver.com/koreafintech/222902738631,마이데이터 시대에 보안은 서비스를 좌우하는 핵심 요소이며 이용자가 서비스를 선택하는 중요한 기준입니다. 한국<b>핀테크</b> 지원센터가 <b>핀테크</b>사업자의 보안지원을 위해 다양한 노력을 계속해 나가겠습니다.,한국핀테크지원센터,blog.naver.com/koreafintech,20221017
7,"가난한 사람들이 '기술'을 활용하는 방법, <b>핀테크</b> 대신 빈(貧)... ",https://blog.naver.com/daishin_blog/221468703788,"바로 '<b>핀테크</b>(Fintech)'인데요. 말 그대로 '금융(Finance)'과 '기술 (technology)'를 합쳐 만든 신조어입니다. 이른바 '4차 산업혁명' 시대를 맞아, 다양한 정보기술을 활용한 금융 서비스를 통칭해 <b>핀테크</b>라고 부르고... ",대신증권 공식 블로그,blog.naver.com/daishin_blog,20190218
8,[기자단 인터뷰] 코리아 <b>핀테크</b> 위크 2020 인터뷰 (VC투자자),https://blog.naver.com/koreafintech/221998311080,"한국<b>핀테크</b>기자단 8기 김정휴, 조인하입니다! 온라인 코리아 <b>핀테크</b> 위크 2020을 통해, <b>핀테크</b>에 대해 접해보고 더 흥미를 갖게 되었으리라 생각합니다. 수많은 <b>핀테크</b> 기업과 유관기관이 모인 만큼... ",한국핀테크지원센터,blog.naver.com/koreafintech,20200613
9,2023년 <b>핀테크</b> 창업 지원 사업 참여기업 모집,https://blog.naver.com/sdhys2/223039300174,2023년 <b>핀테크</b> 창업 지원 사업 참여기업 모집 한국<b>핀테크</b>지원센터는 <b>핀테크</b> 분야 우수 아이템을 보유한 초기창업기업을 대상으로 기술 내재화 및 성장을 지원하는「<b>핀테크</b> 창업 지원」사업 참여 기업을... ,Discovery Driven Plan(DDP),blog.naver.com/sdhys2,20230309
